plate_text,violation_time,confidence,max_confidence,frame_number,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2
ग२२प५८१0,2025-09-01 10:41:23,0.4098166227340698,0.4098166227340698,70,track_7,2787,1406,3087,1488
